ID,Label
682,1
683,9
684,20
685,6
686,9
687,12
688,18
689,23
690,21
691,20
692,12
693,12
694,11
695,22
696,2
697,9
698,2
699,8
700,16
701,27
702,12
703,2
704,11
705,6
706,14
707,8
708,27
709,26
710,29
711,12
712,14
713,15
714,2
715,4
716,3
717,25
718,6
719,21
720,8
721,29
722,25
723,19
724,12
725,29
726,20
727,7
728,18
729,15
730,2
731,4
732,23
733,23
734,4
735,17
736,8
737,14
738,12
739,22
740,9
741,23
742,6
743,23
744,14
745,4
746,29
747,10
748,3
749,13
750,1
751,4
752,21
753,20
754,8
755,1
756,5
757,1
758,7
759,6
760,5
761,4
762,16
763,27
764,1
765,4
766,15
767,21
768,7
769,5
770,15
771,2
772,25
773,21
774,4
775,28
776,8
777,2
778,13
779,22
780,7
781,21
782,2
783,1
784,1
785,22
786,11
787,17
788,24
789,19
790,17
791,21
792,6
793,23
794,26
795,8
796,5
797,11
798,25
799,14
800,23
801,14
802,5
803,14
804,3
805,13
806,14
807,6
808,1
809,27
810,28
811,2
812,12
813,21
814,2
815,8
816,27
817,23
818,11
819,16
820,24
821,12
822,23
823,25
824,25
825,14
826,1
827,15
828,1
829,12
830,10
831,11
832,5
833,26
834,24
835,1
836,15
837,9
838,3
839,10
840,12
841,4
842,12
843,27
844,5
845,10
846,9
847,18
848,6
849,7
850,18
851,6
852,7
853,15
854,18
855,1
856,27
857,17
858,11
859,3
860,26
861,3
862,20
863,9
864,18
865,11
866,3
867,4
868,9
869,17
870,20
871,12
872,1
873,22
874,1
875,2
876,1
877,8
878,6
879,26
880,7
881,1
882,3
883,16
884,9
885,26
886,28
887,15
888,19
889,15
890,18
891,6
892,5
893,10
894,11
895,27
896,14
897,9
898,19
899,7
900,14
901,3
902,6
903,2
904,24
905,2
906,8
907,5
908,20
909,11
910,5
911,1
912,13
913,17
914,11
915,10
916,26
917,9
918,29
919,13
920,27
921,27
922,3
923,13
924,14
925,23
926,22
927,20
928,28
929,2
930,5
931,21
932,12
933,23
934,14
935,28
936,6
937,7
938,8
939,29
940,15
941,3
942,7
943,21
944,10
945,10
946,1
947,25
948,21
949,4
950,8
951,23
952,4
953,11
954,5
955,8
956,15
957,13
958,1
959,20
960,1
961,1
962,24
963,7
964,10
965,13
966,24
967,22
968,13
969,22
970,26
971,9
972,22
973,9
974,18
975,23
976,6
977,19
978,16
979,20
980,16
981,25
982,20
983,1
984,18
985,27
986,24
987,16
988,2
989,29
990,11
991,3
992,5
993,8
994,8
995,17
996,21
997,23
998,12
999,6
1000,3
1001,3
1002,5
1003,3
1004,26
1005,3
1006,13
1007,7
1008,15
1009,23
1010,9
1011,9
1012,3
1013,18
1014,1
1015,18
1016,19
1017,25
1018,23
1019,17
1020,29
1021,1
1022,20
1023,9
1024,26
1025,10
1026,25
1027,15
1028,10
1029,8
1030,11
1031,12
1032,12
1033,29
1034,20
1035,7
1036,14
1037,19
1038,7
1039,20
1040,23
1041,23
1042,1
1043,15
1044,25
1045,4
1046,25
1047,17
1048,27
1049,15
1050,17
1051,6
1052,23
1053,19
1054,16
1055,25
1056,18
1057,23
1058,25
1059,6
1060,27
1061,12
1062,13
1063,2
1064,20
1065,9
1066,2
1067,10
1068,28
1069,10
1070,24
1071,14
1072,8
1073,22
1074,1
1075,13
1076,3
1077,24
1078,21
1079,17
1080,12
1081,27
1082,23
1083,26
1084,27
1085,19
1086,8
1087,15
1088,25
1089,5
1090,4
1091,26
1092,5
1093,10
1094,5
1095,1
1096,4
1097,17
1098,29
1099,26
1100,24
1101,24
1102,20
1103,12
1104,4
1105,6
1106,3
1107,25
1108,6
1109,21
1110,8
1111,21
1112,20
1113,1
1114,25
1115,12
1116,26
1117,9
1118,29
1119,24
1120,16
1121,20
1122,5
1123,13
1124,16
1125,24
1126,25
1127,26
1128,12
1129,12
1130,25
1131,17
1132,22
1133,1
1134,7
1135,2
1136,12
1137,12
1138,5
1139,9
1140,1
1141,8
1142,1
1143,20
1144,5
1145,29
1146,9
1147,19
1148,7
1149,7
1150,12
1151,10
1152,17
1153,13
1154,1
1155,20
1156,16
1157,18
1158,1
1159,16
1160,6
1161,9
1162,10
1163,17
1164,26
1165,6
1166,6
1167,17
1168,2
1169,22
1170,20
1171,18
1172,16
1173,9
1174,5
1175,18
1176,6
1177,16
1178,18
1179,10
1180,9
1181,4
1182,26
1183,3
1184,4
1185,13
1186,9
1187,9
1188,24
1189,18
1190,22
1191,2
1192,17
1193,11
1194,25
1195,19
1196,28
1197,21
1198,14
1199,1
1200,22
1201,2
1202,8
1203,19
1204,28
1205,21
1206,28
1207,15
1208,23
1209,1
1210,23
1211,6
1212,3
1213,27
1214,6
1215,7
1216,4
1217,17
1218,24
1219,17
1220,28
1221,13
1222,1
1223,23
1224,5
1225,17
1226,9
1227,8
1228,1
1229,13
1230,18
1231,7
1232,3
1233,20
1234,12
1235,8
1236,21
1237,13
1238,12
1239,11
1240,7
1241,15
1242,4
1243,24
1244,4
1245,7
1246,26
1247,24
1248,10
1249,12
1250,27
1251,23
1252,19
1253,18
1254,10
1255,5
1256,3
1257,21
1258,10
1259,15
1260,3
1261,14
1262,5
1263,25
1264,4
1265,9
1266,16
1267,17
1268,18
1269,25
1270,17
1271,9
1272,5
1273,16
1274,6
1275,2
1276,16
1277,21
1278,14
1279,12
1280,11
1281,19
1282,7
1283,25
1284,27
1285,14
1286,14
1287,3
1288,17
1289,28
1290,5
1291,22
1292,10
1293,26
1294,2
1295,27
1296,19
1297,10
1298,16
1299,3
1300,11
1301,2
1302,19
1303,16
1304,16
1305,28
1306,11
1307,3
1308,9
1309,28
1310,14
1311,23
1312,11
1313,13
1314,28
1315,22
1316,2
1317,25
1318,4
1319,18
1320,13
1321,20
1322,26
1323,3
1324,24
1325,2
1326,16
1327,25
1328,3
1329,8
1330,1
1331,22
1332,24
1333,5
1334,8
1335,23
1336,3
1337,10
1338,8
1339,16
1340,5
1341,12
1342,6
1343,18
1344,8
1345,16
1346,29
1347,25
1348,3
1349,4
1350,21
1351,9
1352,4
1353,22
1354,19
1355,2
1356,9
1357,7
1358,3
1359,28
1360,21
1361,26
1362,7
1363,23
1364,8
1365,12
1366,12
1367,23
1368,5
1369,1
1370,5
1371,22
1372,26
1373,3
1374,26
1375,1
1376,13
1377,16
1378,21
1379,2
1380,12
1381,12
1382,15
1383,9
1384,25
1385,1
1386,12
1387,9
1388,5
1389,15
1390,4
1391,13
1392,8
1393,25
1394,10
1395,8
1396,21
1397,8
1398,2
1399,3
1400,25
1401,4
1402,27
1403,26
1404,7
1405,18
1406,9
1407,14
1408,11
1409,2
1410,22
1411,3
1412,19
1413,29
1414,27
1415,22
1416,25
1417,2
1418,1
1419,11
1420,17
1421,22
1422,21
1423,24
1424,7
1425,22
1426,27
1427,13
1428,19
1429,7
1430,26
1431,17
1432,13
1433,16
1434,2
1435,17
1436,13
1437,14
1438,8
1439,13
1440,18
1441,3
1442,19
1443,5
1444,26
1445,24
1446,10
1447,19
1448,24
1449,22
1450,29
1451,7
1452,9
1453,21
1454,7
1455,7
1456,11
1457,12
1458,15
1459,4
1460,20
1461,17
1462,24
1463,18
1464,10
1465,24
1466,13
1467,28
1468,20
1469,10
1470,28
1471,28
1472,4
1473,1
1474,18
1475,28
1476,5
1477,17
1478,13
1479,7
1480,22
1481,24
1482,21
1483,28
1484,2
1485,9
1486,6
1487,28
1488,23
1489,14
1490,20
1491,23
1492,23
1493,11
1494,12
1495,26
1496,7
1497,5
1498,24
1499,9
1500,12
1501,2
1502,1
1503,15
1504,7
1505,20
1506,17
1507,21
1508,11
1509,6
1510,11
1511,12
1512,19
1513,5
1514,3
1515,15
1516,20
1517,1
1518,10
1519,9
1520,1
1521,15
1522,9
1523,4
1524,16
1525,1
1526,6
1527,13
1528,14
1529,18
1530,2
1531,19
1532,26
1533,19
1534,22
1535,6
1536,9
1537,6
1538,18
1539,13
1540,14
1541,21
1542,14
1543,20
1544,23
1545,7
1546,2
1547,1
1548,23
1549,11
1550,4
1551,3
1552,28
1553,13
1554,2
1555,11
1556,20
1557,5
1558,18
1559,5
1560,21
1561,18
1562,1
1563,29
1564,3
1565,5
1566,19
1567,25
1568,18
1569,23
1570,28
1571,25
1572,5
1573,22
1574,8
1575,26
1576,13
1577,29
1578,21
1579,13
1580,3
1581,19
1582,21
1583,25
1584,10
1585,26
1586,28
1587,1
1588,28
1589,27
1590,15
1591,15
1592,13
1593,2
1594,11
1595,14
1596,15
1597,25
1598,2
1599,23
1600,7
1601,17
1602,19
1603,27
1604,10
1605,23
1606,4
1607,15
1608,20
1609,3
1610,10
1611,22
1612,29
1613,19
1614,15
1615,23
1616,3
1617,12
1618,10
1619,17
1620,22
1621,5
1622,8
1623,6
1624,13
1625,3
1626,20
1627,12
1628,20
1629,15
1630,2
1631,12
1632,28
1633,10
1634,19
1635,23
1636,23
1637,14
1638,8
1639,8
1640,25
1641,21
1642,29
1643,3
1644,13
1645,2
1646,24
1647,29
1648,6
1649,22
1650,7
1651,11
1652,19
1653,14
1654,27
1655,6
1656,26
1657,6
1658,14
1659,8
1660,12
1661,10
1662,29
1663,11
1664,28
1665,22
1666,4
1667,14
1668,7
1669,19
1670,12
1671,13
1672,17
1673,13
1674,17
1675,2
1676,29
1677,23
1678,14
1679,10
1680,8
1681,7
1682,1
1683,3
1684,4
1685,7
1686,16
1687,23
1688,16
1689,1
1690,27
1691,18
1692,12
1693,3
1694,3
1695,14
1696,4
1697,15
1698,5
1699,16
1700,20
1701,5
1702,3
1703,8
1704,17
1705,18
1706,4
1707,11
1708,8
1709,6
1710,2
1711,2
1712,15
1713,25
1714,9
1715,4
1716,6
1717,9
1718,1
1719,4
1720,3
1721,15
1722,11
1723,16
1724,13
1725,11
1726,29
1727,10
1728,8
1729,14
1730,21
1731,26
1732,1
1733,29
1734,28
1735,8
1736,6
1737,26
1738,9
1739,24
1740,4
1741,13
1742,27
1743,13
1744,23
1745,17
1746,26
1747,8
1748,19
1749,14
1750,18
1751,2
1752,17
1753,18
1754,2
1755,20
1756,16
1757,19
1758,20
1759,24
1760,3
1761,21
1762,1
1763,25
1764,3
1765,3
1766,13
1767,8
1768,6
1769,1
1770,23
1771,7
1772,22
1773,4
1774,17
1775,15
1776,15
1777,12
1778,22
1779,15
1780,7
1781,26
1782,3
1783,2
1784,8
1785,22
1786,2
1787,14
1788,15
1789,27
1790,18
1791,5
1792,19
1793,27
1794,14
1795,23
1796,13
1797,1
1798,5
1799,12
1800,4
1801,5
1802,12
1803,7
1804,29
1805,9
1806,1
1807,18
1808,22
1809,1
1810,20
1811,14
1812,21
1813,16
1814,28
1815,16
1816,9
1817,18
1818,5
1819,16
1820,28
1821,3
1822,1
1823,3
1824,10
1825,9
1826,24
1827,13
1828,7
1829,8
1830,13
1831,8
1832,27
1833,10
1834,7
1835,11
1836,15
1837,1
1838,20
1839,10
1840,27
1841,24
1842,13
1843,2
1844,12
1845,17
1846,23
1847,19
1848,21
1849,8
1850,13
1851,18
1852,1
1853,13
1854,17
1855,23
1856,6
1857,23
1858,6
1859,8
1860,9
1861,17
1862,14
1863,21
1864,8
1865,14
1866,26
1867,13
1868,13
1869,28
1870,5
1871,17
1872,1
1873,21
1874,23
1875,20
1876,12
1877,28
1878,23
1879,9
1880,13
1881,21
1882,9
1883,21
1884,29
1885,16
1886,3
1887,24
1888,26
1889,24
1890,6
1891,20
1892,25
1893,18
1894,22
1895,23
1896,28
1897,9
1898,9
1899,8
1900,7
1901,5
1902,18
1903,2
1904,4
1905,3
1906,25
1907,18
1908,9
1909,18
1910,28
1911,14
1912,20
1913,15
1914,6
1915,27
1916,11
1917,21
1918,19
1919,9
1920,27
1921,8
1922,19
1923,20
1924,11
1925,14
1926,18
1927,19
1928,2
1929,28
1930,1
1931,10
1932,23
1933,20
1934,21
1935,21
1936,4
1937,16
1938,3
1939,17
1940,4
1941,27
1942,17
1943,4
1944,22
1945,2
1946,7
1947,12
1948,10
1949,5
1950,19
1951,8
1952,7
1953,28
1954,9
1955,16
1956,22
1957,1
1958,24
1959,12
1960,27
1961,3
1962,7
1963,14
1964,12
1965,10
1966,8
1967,17
1968,19
1969,6
1970,14
1971,18
1972,29
1973,7
1974,3
1975,10
1976,3
1977,25
1978,6
1979,24
1980,7
1981,4
1982,19
1983,23
1984,8
1985,1
1986,7
1987,22
1988,24
1989,28
1990,5
1991,16
1992,6
1993,8
1994,3
1995,11
1996,19
1997,19
1998,20
1999,10
2000,29
2001,21
2002,16
2003,18
2004,12
2005,18
2006,25
2007,17
2008,8
2009,23
2010,24
2011,6
2012,11
2013,12
2014,27
2015,4
2016,15
2017,1
2018,13
2019,26
2020,19
2021,2
2022,16
2023,23
2024,5
2025,18
2026,10
2027,17
2028,8
2029,10
2030,3
2031,13
2032,12
2033,19
2034,27
2035,14
2036,11
2037,4
2038,8
2039,26
2040,15
2041,5
2042,2
2043,4
2044,11
2045,7
2046,13
2047,10
2048,2
2049,17
2050,1
2051,23
2052,3
2053,18
2054,19
2055,29
2056,23
2057,26
2058,23
2059,9
2060,27
2061,12
2062,12
2063,28
2064,17
2065,4
2066,18
2067,1
2068,3
2069,4
2070,3
2071,1
2072,18
2073,5
2074,24
2075,21
2076,21
2077,2
2078,6
2079,10
2080,17
2081,25
2082,15
2083,7
2084,16
2085,5
2086,23
2087,11
2088,10
2089,14
2090,19
2091,2
2092,5
2093,6
2094,25
2095,23
2096,16
2097,6
2098,8
2099,17
2100,10
2101,18
2102,14
2103,8
2104,12
2105,9
2106,9
2107,8
2108,22
2109,14
2110,15
2111,24
2112,22
2113,24
2114,5
2115,4
2116,19
2117,25
2118,16
2119,23
2120,6
2121,10
2122,1
2123,16
2124,11
2125,29
2126,3
2127,6
2128,11
2129,8
2130,16
2131,1
2132,20
2133,6
2134,8
2135,5
2136,13
2137,5
2138,2
2139,19
2140,2
2141,2
2142,2
2143,10
2144,16
2145,19
2146,15
2147,23
2148,21
2149,21
2150,26
2151,27
2152,14
2153,10
2154,20
2155,8
2156,28
2157,20
2158,23
2159,22
2160,10
2161,10
2162,26
2163,2
2164,1
2165,22
2166,28
2167,3
2168,27
2169,19
2170,1
2171,12
2172,16
2173,17
2174,3
2175,25
2176,8
2177,26
2178,15
2179,5
2180,6
2181,10
2182,20
2183,5
2184,29
2185,25
2186,4
2187,9
2188,26
2189,24
2190,10
2191,11
2192,6
2193,11
2194,5
2195,9
2196,7
2197,28
2198,19
2199,23
2200,19
2201,7
2202,13
2203,4
2204,14
2205,12
2206,19
2207,3
2208,18
2209,5
2210,11
2211,6
2212,6
2213,1
2214,26
2215,1
2216,29
2217,14
2218,8
2219,22
2220,11
2221,14
2222,18
2223,2
2224,27
2225,21
2226,8
2227,13
2228,4
2229,20
2230,20
2231,28
2232,7
2233,17
2234,19
2235,12
2236,11
2237,8
2238,9
2239,25
2240,28
2241,20
2242,1
2243,6
2244,22
2245,24
2246,23
2247,8
2248,27
2249,16
2250,14
2251,1
2252,17
2253,1
2254,19
2255,25
2256,17
2257,2
2258,1
2259,22
2260,19
2261,1
2262,1
2263,9
2264,3
2265,23
2266,8
2267,6
2268,13
2269,29
2270,28
2271,18
2272,23
2273,4
2274,27
2275,24
2276,23
2277,13
2278,16
2279,13
2280,16
2281,16
2282,8
2283,18
2284,12
2285,27
2286,9
2287,23
2288,5
2289,21
2290,17
2291,20
2292,7
2293,5
2294,9
2295,13
2296,16
2297,22
2298,4
2299,1
2300,6
2301,6
2302,11
2303,24
2304,28
2305,1
2306,8
2307,4
2308,6
2309,15
2310,7
2311,14
2312,16
2313,2
2314,28
2315,23
2316,16
2317,28
2318,6
2319,12
2320,12
2321,2
2322,5
2323,13
2324,7
2325,4
2326,9
2327,13
2328,4
2329,19
2330,10
2331,11
2332,9
2333,22
2334,5
2335,12
2336,9
2337,14
2338,5
2339,12
2340,27
2341,18
2342,20
2343,1
2344,8
2345,3
2346,6
2347,23
2348,16
2349,3
2350,18
2351,7
2352,23
2353,26
2354,7
2355,20
2356,21
2357,17
2358,7
2359,1
2360,28
2361,20
2362,26
2363,28
2364,3
2365,13
2366,25
2367,15
2368,3
2369,11
2370,1
2371,7
2372,14
2373,4
2374,8
2375,10
2376,21
2377,15
2378,16
2379,10
2380,6
2381,5
2382,25
2383,28
2384,15
2385,29
2386,17
2387,5
2388,2
2389,16
2390,26
2391,24
2392,10
2393,17
2394,20
2395,9
2396,21
2397,19
2398,22
2399,12
2400,20
2401,29
2402,14
2403,8
2404,12
2405,21
2406,2
2407,10
2408,16
2409,7
2410,5
2411,7
2412,23
2413,27
2414,6
2415,8
2416,12
2417,11
2418,15
2419,6
2420,15
2421,23
2422,12
2423,15
2424,12
2425,21
2426,18
2427,12
2428,10
2429,8
2430,16
2431,5
2432,12
2433,11
2434,2
2435,22
2436,26
2437,1
2438,22
2439,11
2440,20
2441,17
2442,23
2443,21
2444,18
2445,27
2446,3
2447,4
2448,22
2449,6
2450,5
2451,20
2452,8
2453,28
2454,7
2455,18
2456,29
2457,26
2458,4
2459,8
2460,19
2461,20
2462,6
2463,1
2464,22
2465,12
2466,2
2467,9
2468,23
2469,19
2470,29
2471,17
2472,21
2473,27
2474,27
2475,9
2476,17
2477,2
2478,15
2479,6
2480,14
2481,6
2482,9
2483,13
2484,12
2485,25
2486,20
2487,16
2488,2
2489,23
2490,13
2491,3
2492,29
2493,5
2494,11
2495,15
2496,3
2497,29
2498,23
2499,22
2500,9
2501,6
2502,14
2503,2
2504,5
2505,13
2506,27
2507,25
2508,22
2509,11
2510,6
2511,3
2512,21
2513,14
2514,16
2515,8
2516,3
2517,24
2518,28
2519,15
2520,18
2521,17
2522,8
2523,16
2524,25
2525,2
2526,2
2527,18
2528,14
2529,13
2530,1
2531,28
2532,21
2533,20
2534,18
2535,17
2536,7
2537,5
2538,23
2539,8
2540,1
2541,9
2542,19
2543,29
2544,15
2545,29
2546,7
2547,19
2548,12
2549,21
2550,6
2551,17
2552,28
2553,18
2554,25
2555,16
2556,21
2557,9
2558,24
2559,22
2560,20
2561,24
2562,2
2563,25
2564,9
2565,4
2566,16
2567,5
2568,15
2569,3
2570,22
2571,4
2572,10
2573,19
2574,22
2575,10
2576,7
2577,1
2578,8
2579,7
2580,12
2581,1
2582,28
2583,12
2584,28
2585,2
2586,13
2587,26
2588,10
2589,8
2590,11
2591,8
2592,22
2593,3
2594,8
2595,10
2596,5
2597,3
2598,18
2599,16
2600,11
2601,8
2602,19
2603,3
2604,19
2605,24
2606,17
2607,17
2608,7
2609,15
2610,2
2611,11
2612,11
2613,23
2614,17
2615,7
2616,1
2617,19
2618,9
2619,20
2620,14
2621,7
2622,3
2623,20
2624,3
2625,15
2626,14
2627,4
2628,18
2629,5
2630,10
2631,12
2632,17
2633,27
2634,1
2635,8
2636,12
2637,18
2638,9
2639,10
2640,3
2641,5
2642,21
2643,7
2644,9
2645,6
2646,5
2647,5
2648,13
2649,13
2650,25
2651,2
2652,19
2653,13
2654,20
2655,3
2656,26
2657,22
2658,19
2659,17
2660,17
2661,28
2662,1
2663,20
2664,1
2665,5
2666,4
2667,21
2668,18
2669,18
2670,27
2671,9
2672,1
2673,27
2674,17
2675,4
2676,14
2677,17
2678,5
2679,23
2680,8
2681,6
2682,6
2683,6
2684,23
2685,11
2686,26
2687,25
2688,28
2689,24
2690,8
2691,1
2692,19
2693,7
2694,10
2695,13
2696,5
2697,24
2698,16
2699,8
2700,24
2701,21
2702,13
2703,26
2704,4
2705,16
2706,7
2707,12
2708,24
2709,8
2710,4
2711,24
2712,17
2713,15
2714,8
2715,25
2716,10
2717,6
2718,25
2719,8
2720,3
2721,27
2722,24
2723,17
2724,14
2725,2
2726,22
2727,26
2728,13
2729,4
2730,4
2731,2
2732,6
2733,8
2734,12
2735,1
2736,11
2737,16
2738,2
2739,5
2740,21
2741,21
2742,5
2743,1
2744,24
2745,8
2746,27
2747,27
2748,2
2749,7
2750,9
2751,10
2752,16
2753,12
2754,8
2755,5
2756,22
2757,20
2758,18
2759,7
2760,7
2761,26
2762,19
2763,14
2764,9
2765,9
2766,18
2767,25
2768,1
2769,5
2770,1
2771,24
2772,9
2773,4
2774,26
2775,21
2776,6
2777,16
2778,9
2779,26
2780,18
2781,13
2782,23
2783,21
2784,10
2785,9
2786,6
2787,3
2788,9
2789,3
2790,19
2791,4
2792,9
2793,10
2794,10
2795,17
2796,27
2797,11
2798,5
2799,4
2800,23
2801,12
2802,8
2803,25
2804,6
2805,2
2806,10
2807,18
2808,23
2809,15
2810,12
2811,25
2812,28
2813,9
2814,4
2815,12
2816,15
2817,9
2818,2
2819,25
2820,8
2821,25
2822,10
2823,6
2824,14
2825,25
2826,14
2827,25
2828,10
2829,9
2830,11
2831,5
2832,29
2833,14
2834,12
2835,5
2836,17
2837,28
2838,7
2839,11
2840,19
2841,10
2842,18
2843,18
2844,3
2845,2
2846,13
2847,6
2848,25
2849,7
2850,10
2851,13
2852,28
2853,21
2854,11
2855,20
2856,4
2857,8
2858,14
2859,13
2860,19
2861,21
2862,14
2863,1
2864,29
2865,29
2866,2
2867,8
2868,16
2869,27
2870,1
2871,8
2872,27
2873,11
2874,17
2875,22
2876,28
2877,9
2878,4
2879,13
2880,3
2881,18
2882,4
2883,26
2884,20
2885,11
2886,28
2887,13
2888,8
2889,20
2890,10
2891,13
2892,12
2893,18
2894,2
2895,17
2896,10
2897,24
2898,10
2899,6
2900,11
2901,6
2902,20
2903,5
2904,1
2905,2
2906,1
2907,18
2908,5
2909,17
2910,21
2911,1
2912,12
2913,22
2914,20
2915,23
2916,20
2917,13
2918,14
2919,6
2920,6
2921,20
2922,20
2923,19
2924,23
2925,15
2926,27
2927,16
2928,3
2929,8
2930,4
2931,19
2932,4
2933,10
2934,3
2935,23
2936,5
2937,3
2938,15
2939,29
2940,21
2941,7
2942,4
2943,21
2944,12
2945,19
2946,2
2947,8
2948,21
2949,11
2950,13
2951,9
2952,12
2953,7
2954,20
2955,1
2956,7
2957,14
2958,24
2959,22
2960,11
2961,20
2962,3
2963,29
2964,18
2965,26
2966,7
2967,15
2968,7
2969,4
2970,7
2971,18
2972,26
2973,8
2974,9
2975,24
2976,11
2977,10
2978,13
2979,8
2980,17
2981,14
2982,6
2983,26
2984,8
2985,29
2986,3
2987,11
2988,8
2989,27
2990,3
2991,24
2992,16
2993,8
2994,2
2995,9
2996,9
2997,6
